,scGPT_bc_embeddings_similarities,scGPT_pancancer_embeddings_similarities,scGPT_CP_embeddings_similarities,scGPT_lung_embeddings_similarities,scGPT_heart_embeddings_similarities,scGPT_brain_embeddings_similarities,scGPT_kidney_embeddings_similarities,scGPT_human_embeddings_similarities,GF-6L30M_HUMANemb_similarities,GF-20L95M_HUMANemb_similarities,GF-12L95M_HUMANemb_similarities,GF-12L95MCANCER_UNIPROT_HUMANemb_similarities,GF-12L30M_HUMANemb_similarities,Correlation,Same_Complex,GeneAB,Random Forest_n10000 predictions,Random Forest_n10000 probabilities,Gene_A,Gene_B,Phylogenetic_Jaccard_Similarity,prob_z,jaccard_z,composite_score
28788,0.09855715185403824,0.16921119391918182,0.24589625000953674,-0.016535837203264236,-0.00410732626914978,0.2166663557291031,-0.03473230451345444,0.2463047206401825,0.38250941038131714,0.1912076473236084,0.8278094530105591,0.8902879953384399,0.8661518096923828,0.3003704467014274,0,TTC8_IFT88,1,0.646,TTC8,IFT88,0.8028169014084507,0.056615057592659356,1.749002169942411,1.8056172275350704
13687,0.21107272803783417,0.4482313394546509,0.32530316710472107,0.19117437303066254,0.05797832831740379,0.23373346030712128,0.045760877430438995,0.3261750638484955,0.4643074870109558,0.1949358880519867,0.823322057723999,0.8904148936271667,0.8250288367271423,0.23415009612740684,0,B9D1_NME5,1,0.7989,B9D1,NME5,0.5633802816901409,1.410131648221384,0.38858286396990666,1.7987145121912906
5135,0.157044917345047,0.26986658573150635,0.3662455677986145,0.14560067653656006,0.08238139748573303,0.2667309045791626,0.05211104452610016,0.36322665214538574,0.5549793839454651,0.2588598132133484,0.8208022117614746,0.8746260404586792,0.852924108505249,-0.058270620156089296,0,HYDIN_RSPH3,1,0.6096,HYDIN,RSPH3,0.8571428571428571,-0.2656086435118897,2.0576687351630625,1.7920600916511729
14481,0.1766526997089386,0.24873998761177063,0.2258777618408203,0.119727224111557,0.06051550433039665,0.05635092407464981,0.031008824706077576,0.2254163771867752,0.1101299449801445,0.08475726842880249,0.6968274116516113,0.7676312923431396,0.7558631896972656,-0.2468564657459409,0,ARF4_RAB10,1,0.9014,ARF4,RAB10,0.4021739130434782,2.3174923450130396,-0.5273516176087681,1.7901407274042715
13601,0.07947312295436859,0.16032898426055908,0.27993354201316833,0.21543215215206146,0.10224290192127228,0.2226119488477707,0.10263609886169434,0.2808331251144409,0.43992456793785095,0.1382659673690796,0.8155062794685364,0.848564863204956,0.8326455354690552,0.2718653246622776,0,B9D1_IFT57,1,0.6274,B9D1,IFT57,0.8285714285714286,-0.10803771275197345,1.8953329860470165,1.7872952732950431
4283,0.0877949595451355,0.1931084543466568,0.2057853639125824,0.11106760054826736,0.12209181487560272,0.18055753409862518,0.0945306122303009,0.20565751194953918,0.23012100160121918,0.1084047257900238,0.7726089954376221,0.8142887353897095,0.7841155529022217,0.38692684616245065,0,IFT57_OFD1,1,0.8727,IFT57,OFD1,0.4461538461538462,2.0634313499113763,-0.27746857904468586,1.7859627708666905
6462,0.11720103025436401,0.11298458278179169,0.26029688119888306,0.05005771294236183,0.09125711768865585,0.317482054233551,0.07648728787899017,0.2604248523712158,-0.03186564892530441,0.033580929040908813,0.6232354640960693,0.7030074596405029,0.7117703557014465,0.057616264754960324,0,RAB11A_ACTR2,1,0.6667,RAB11A,ACTR2,0.7669902912621359,0.23985765684716892,1.5454442840687406,1.7853019409159094
10097,0.1844945102930069,0.3786921501159668,0.35179516673088074,0.13335277140140533,0.11161139607429504,0.36309269070625305,-0.01565415784716606,0.35290396213531494,0.540151059627533,0.27547237277030945,0.8887519836425781,0.9041212201118469,0.8179666996002197,0.23450774637866098,0,AK7_DRC1,1,0.7027,AK7,DRC1,0.7096774193548387,0.5585404381593607,1.2198068042415318,1.7783472424008924
20022,0.1982133388519287,0.2390783727169037,0.23113888502120972,0.2318359911441803,0.047985050827264786,0.1740988940000534,0.0685587152838707,0.2323818951845169,0.4114832878112793,0.14632129669189453,0.7926670908927917,0.8446412682533264,0.8070168495178223,0.37150961653793463,0,EFHC1_IFT57,1,0.6551,EFHC1,IFT57,0.7837837837837838,0.13717098286879661,1.6408607306759158,1.7780317135447123
14796,0.20035569369792938,0.15385034680366516,0.13704606890678406,0.049450360238552094,0.06860621273517609,0.014473415911197662,0.05427209287881851,0.13735836744308472,0.15985740721225739,0.13777481019496918,0.7608904838562012,0.8151815533638,0.740523636341095,0.13700275876786205,0,MAPRE1_VDAC3,1,0.8337,MAPRE1,VDAC3,0.5051546391752577,1.7181916701565019,0.05775924863032234,1.7759509187868243
717,0.19084051251411438,0.19279611110687256,0.1935003697872162,0.22067850828170776,0.16910597681999207,0.15340495109558105,0.19956879317760468,0.19342952966690063,0.22329142689704895,0.03744310885667801,0.6569142937660217,0.7238078713417053,0.7303886413574219,0.29705692316940413,0,RAB1A_DYNLT1,1,0.7152,RAB1A,DYNLT1,0.6893203883495146,0.6691941816705379,1.1041432185105555,1.7733374001810933
20708,0.2980562448501587,0.4534991383552551,0.3029247522354126,0.27971121668815613,0.07293979823589325,0.24985282123088837,-0.002522755414247513,0.30321967601776123,0.6248009204864502,0.32088083028793335,0.8313531875610352,0.8796210885047913,0.8761106729507446,0.46963377509168197,0,DNAH7_DNAH5,1,0.6381,DNAH7,DNAH5,0.8088235294117647,-0.013318108306405046,1.7831303359226898,1.7698122276162847
20152,0.18089938163757324,0.3475413918495178,0.2562158703804016,0.26699480414390564,0.0827954113483429,0.16965562105178833,0.09826663881540298,0.2566661834716797,0.36361217498779297,0.15789584815502167,0.7991286516189575,0.8584785461425781,0.8454525470733643,0.2590604597526175,0,EFHC1_SPAG16,1,0.7497,EFHC1,SPAG16,0.6338028169014085,0.9745985137613888,0.7887061892559374,1.7633047030173263
22834,0.08473536372184753,0.225450336933136,0.24611875414848328,0.08827328681945801,0.04774744063615799,0.23014575242996216,0.019134072586894035,0.2471517026424408,0.4272943437099457,0.14884482324123383,0.7816897630691528,0.8675330877304077,0.8604419827461243,0.3356595289726617,0,TTC21B_KIF3A,1,0.6287,TTC21B,KIF3A,0.821917808219178,-0.09652972342681028,1.8575287704994434,1.760999047072633
4848,0.15638870000839233,0.2348695695400238,0.24949274957180023,0.10565660148859024,0.08728551864624023,0.23553568124771118,0.07157674431800842,0.25032860040664673,0.4504348039627075,0.09597145020961761,0.8602534532546997,0.9119521379470825,0.8527847528457642,0.3835911584209539,0,IFT122_TRAF3IP1,1,0.6352,IFT122,TRAF3IP1,0.8115942028985508,-0.03898977680099837,1.7988726133838582,1.7598828365828598
12611,0.13386131823062897,0.1460600346326828,0.24956226348876953,0.18190884590148926,0.044520579278469086,0.32729625701904297,0.019797027111053467,0.24988773465156555,0.260165810585022,0.18371641635894775,0.8248108625411987,0.8554180860519409,0.7830994129180908,0.41335014283174853,0,CFAP20_IFT22,1,0.7308,CFAP20,IFT22,0.6623376623376623,0.8072900535724881,0.950834082099108,1.7581241356715962
22774,0.1458318829536438,0.25042539834976196,0.3954031765460968,0.15293484926223755,0.03784898295998573,0.24772703647613525,0.020391158759593964,0.3957380950450897,0.17137426137924194,0.10707448422908783,0.8287199139595032,0.8737461566925049,0.7831567525863647,0.3263487352042813,0,CBY1_IFT22,1,0.9494,CBY1,IFT22,0.3214285714285714,2.7424027200959618,-0.9861265607628131,1.7562761593331486
20144,0.10439468920230865,0.27725619077682495,0.26128196716308594,0.13328926265239716,0.037990450859069824,0.20414230227470398,0.02147534489631653,0.2615123391151428,0.5000386238098145,0.20653508603572845,0.8481815457344055,0.8877497911453247,0.8690187931060791,0.2662476265462443,0,EFHC1_RSPH3,1,0.649,EFHC1,RSPH3,0.7887323943661971,0.083171956035342,1.6689775048852042,1.7521494609205464
22184,0.06516160815954208,0.3295876979827881,0.30554714798927307,0.128890722990036,0.08827587962150574,0.1452823281288147,0.07065097987651825,0.3057798445224762,0.28989356756210327,0.189881831407547,0.8166884183883667,0.8793603777885437,0.7929039001464844,0.38395127642293925,0,DPCD_IFT52,1,0.8059,DPCD,IFT52,0.5441176470588235,1.4720977445876424,0.27913736617108026,1.7512351107587227
13533,0.0790415108203888,0.21565601229667664,0.3368282616138458,0.18481269478797913,0.1501360535621643,0.28092533349990845,0.11049658060073853,0.33720701932907104,0.4090062975883484,0.1854899674654007,0.8341296315193176,0.8715710639953613,0.8544394373893738,0.533976035788422,0,ARL3_IFT81,1,0.6734,ARL3,IFT81,0.75,0.29916806336916046,1.4489096759778877,1.7480777393470481
14327,0.17130625247955322,0.4073629081249237,0.35794878005981445,0.12709641456604004,0.1598515808582306,0.4486020803451538,0.11050935089588165,0.36435914039611816,0.6178189516067505,0.41164350509643555,0.8728622794151306,0.9259589910507202,0.8891329169273376,0.36892624063077184,0,EVC_EVC2,1,0.6393,EVC,EVC2,0.8,-0.0026953489293321834,1.7329972369309696,1.7303018880016374
27096,0.15976062417030334,0.28300780057907104,0.2968038320541382,0.09876309335231781,0.14935509860515594,0.36461126804351807,0.07955992966890335,0.29601261019706726,0.18782207369804382,0.12386001646518707,0.654690146446228,0.7680373787879944,0.7569495439529419,0.25282057248898715,0,EXOC4_SDCCAG8,1,0.9816,EXOC4,SDCCAG8,0.265625,3.0274467633807554,-1.3031885707550916,1.7242581926256637
15710,0.25136393308639526,0.3874861001968384,0.3853795528411865,0.2603098154067993,0.09893965721130371,0.3752328157424927,0.061937734484672546,0.3862012028694153,0.5207785367965698,0.2094767838716507,0.7908922433853149,0.8530820608139038,0.7020013332366943,0.22470833115606875,0,ZMYND10_TMEM231,1,0.8549,ZMYND10,TMEM231,0.4626865671641791,1.905860419151459,-0.18353377128982082,1.7223266478616381
28681,0.1649147868156433,0.21445325016975403,0.21122968196868896,0.03660828247666359,0.010827017948031425,0.12195132672786713,-0.011895522475242615,0.21212828159332275,0.42475736141204834,0.1534704566001892,0.8194839954376221,0.8997151851654053,0.8834530711174011,0.44383723426156896,0,TTC8_IFT80,1,0.6414,TTC8,IFT80,0.7941176470588235,0.01589447998054557,1.699575170936489,1.7154696509170346
21710,0.23806539177894592,0.33557212352752686,0.29979661107063293,0.11870912462472916,0.047114111483097076,0.2870349586009979,0.0013553071767091751,0.30048394203186035,0.5048729777336121,0.28191208839416504,0.8053286075592041,0.8814486861228943,0.7320880889892578,0.24182745537444195,0,SPAG6_CCDC40,1,0.69,SPAG6,CCDC40,0.7164179104477612,0.44611623475200385,1.2581045977258176,1.7042208324778214
13888,0.1407012790441513,0.3227386772632599,0.24806973338127136,0.055552396923303604,0.022038595750927925,0.21962623298168182,-0.023308373987674713,0.24868187308311462,0.5069626569747925,0.18038611114025116,0.861649215221405,0.8978429436683655,0.8875112533569336,0.21767978773204538,0,WDR35_SPEF2,1,0.7678,WDR35,SPEF2,0.5942028985507246,1.134825134365574,0.5637093048921981,1.698534439257772
17864,0.13794557750225067,0.22421061992645264,0.18906281888484955,0.027916956692934036,-0.038839567452669144,0.028194259852170944,-0.0584263913333416,0.18903648853302002,0.3655048906803131,0.17814835906028748,0.8346483111381531,0.9021830558776855,0.8763094544410706,0.4728667098592666,0,CC2D2A_IFT46,1,0.6249,CC2D2A,IFT46,0.8142857142857143,-0.1301684614542085,1.8141651114889927,1.6839966500347843
19281,0.12465286999940872,0.1987423300743103,0.23474958539009094,0.09276574105024338,0.0733616054058075,0.19325631856918335,0.08931053429841995,0.23385585844516754,0.2498713731765747,0.12927858531475067,0.7360353469848633,0.8217953443527222,0.7791751027107239,0.5042096131015292,0,FNBP1L_GSK3B,1,0.8992,FNBP1L,GSK3B,0.3861386138613861,2.2980172861550723,-0.6184601982846382,1.679557087870434
17378,0.13413099944591522,0.2027967870235443,0.25634878873825073,0.10340753942728043,0.10067376494407654,0.24077129364013672,0.055833034217357635,0.25662726163864136,0.35985589027404785,0.18649929761886597,0.8545516729354858,0.8889669179916382,0.8144471049308777,0.446893236013143,0,DNAAF2_POC1A,1,0.6548,DNAAF2,POC1A,0.765625,0.13451529302452864,1.5376870387757258,1.6722023318002543
18149,0.16687548160552979,0.2693067491054535,0.288100004196167,0.1554717719554901,0.026100650429725647,0.2089344561100006,-0.003477470949292183,0.28416603803634644,0.5261105298995972,0.19620510935783386,0.8126344680786133,0.8563371896743774,0.7846229672431946,0.08618296943056807,0,DNALI1_DNAAF1,1,0.6307,DNALI1,DNAAF1,0.8,-0.07882512446502185,1.7329972369309696,1.6541721124659479
16759,0.19014576077461243,0.306047648191452,0.21844160556793213,0.08790431916713715,0.030030949041247368,0.15685440599918365,0.0017768116667866707,0.2193281650543213,0.4514222741127014,0.18582391738891602,0.8408539295196533,0.8993454575538635,0.8202788829803467,0.19817283072757952,0,DNAL1_RSPH9,1,0.6405,DNAL1,RSPH9,0.7846153846153846,0.007927410447740679,1.6455856797146364,1.6535130901623771
15063,0.1494142711162567,0.39531853795051575,0.2352769672870636,0.021351780742406845,0.012357452884316444,0.17644572257995605,-0.011954748071730137,0.2368766963481903,0.16715097427368164,0.06299549341201782,0.7180121541023254,0.8197939395904541,0.6843577027320862,0.2626292333259952,0,ALMS1_C2CD3,1,0.8454,ALMS1,C2CD3,0.4642857142857143,1.8217635740829645,-0.17444781518257935,1.647315758900385
9616,0.16930289566516876,0.11880898475646973,0.11096160113811493,0.03433991223573685,0.03903496265411377,-0.07177723199129105,-0.056549977511167526,0.11108751595020294,0.17764726281166077,0.12989050149917603,0.7635321617126465,0.8266611099243164,0.7512539625167847,-0.0013414648023571693,0,ATP6V1D_MAPRE1,1,0.5692,ATP6V1D,MAPRE1,0.8942307692307693,-0.6232415425400156,2.2683930248810085,1.6451514823409927
16786,0.17192235589027405,0.3145681917667389,0.28060218691825867,0.18275198340415955,0.06738995760679245,0.23715856671333313,0.003478393889963627,0.281722754240036,0.46469759941101074,0.18471188843250275,0.8466814160346985,0.8636528849601746,0.790421187877655,0.30745908364290014,0,EFHC1_DRC1,1,0.6633,EFHC1,DRC1,0.7464788732394366,0.209759838612129,1.4289035097135863,1.6386633483257151
25248,0.25728628039360046,0.3659949004650116,0.3738793730735779,0.3062363266944885,0.08570364117622375,0.2620096802711487,0.06689831614494324,0.3746510446071625,0.49921321868896484,0.3521537780761719,0.8087596893310547,0.8626694679260254,0.7465306520462036,0.44141812558300636,0,SPAG6_TEKT2,1,0.8853,SPAG6,TEKT2,0.4,2.1749703233706428,-0.5397032506936844,1.6352670726769585
28588,0.1889469027519226,0.3479357957839966,0.3406795859336853,0.3081423044204712,0.05634100362658501,0.339974969625473,0.00436737947165966,0.33805716037750244,0.6025397777557373,0.25805020332336426,0.862012505531311,0.8607367277145386,0.8407372236251831,0.23248309498971573,0,RSPH1_DNAAF1,1,0.6555,RSPH1,DNAAF1,0.7567567567567568,0.1407119026611539,1.4872998869174936,1.6280117895786475
29803,0.16273660957813263,0.24014821648597717,0.3577750325202942,0.04943109676241875,0.0393427312374115,0.20242036879062653,-0.021785879507660866,0.35989096760749817,0.49472594261169434,0.17198814451694489,0.8512178659439087,0.8658754229545593,0.8308604955673218,0.20740986770943393,0,RSPH1_UNC119B,1,0.7491,RSPH1,UNC119B,0.6086956521739131,0.9692871340728518,0.6460535254583091,1.615340659531161
14113,0.15518751740455627,0.22745981812477112,0.2729766368865967,0.05804288387298584,0.05720127373933792,0.24208039045333862,0.043405681848526,0.27323704957962036,0.4726582467556,0.17835095524787903,0.8347158432006836,0.8963607549667358,0.892087459564209,0.012719931957404458,0,IQCB1_CEP83,1,0.6579,IQCB1,CEP83,0.75,0.16195742141530062,1.4489096759778877,1.6108670973931882
