,scGPT_bc_embeddings_similarities,scGPT_pancancer_embeddings_similarities,scGPT_CP_embeddings_similarities,scGPT_lung_embeddings_similarities,scGPT_heart_embeddings_similarities,scGPT_brain_embeddings_similarities,scGPT_kidney_embeddings_similarities,scGPT_human_embeddings_similarities,GF-6L30M_HUMANemb_similarities,GF-20L95M_HUMANemb_similarities,GF-12L95M_HUMANemb_similarities,GF-12L95MCANCER_UNIPROT_HUMANemb_similarities,GF-12L30M_HUMANemb_similarities,Correlation,Same_Complex,GeneAB,Random Forest_n10000 predictions,Random Forest_n10000 probabilities,Gene_A,Gene_B,Phylogenetic_Jaccard_Similarity,prob_z,jaccard_z,composite_score
21693,0.25402939319610596,0.3312186598777771,0.2753305435180664,0.14186270534992218,0.024059826508164406,0.2865839898586273,-0.04221188277006149,0.27596187591552734,0.6071021556854248,0.30800774693489075,0.803594172000885,0.8676294088363647,0.7062531113624573,0.5374215379410965,0,SPAG6_FOXJ1,1,0.5492,SPAG6,FOXJ1,0.4225352112676056,-0.8002875321578999,-0.41166378660215475,-1.2119513187600548
18771,0.19950860738754272,0.3153369426727295,0.22333581745624542,0.10493230819702148,0.09352123737335205,0.15160956978797913,0.07015211880207062,0.22393043339252472,0.5121746063232422,0.20307525992393494,0.8714976906776428,0.9152446985244751,0.859548032283783,0.588433799564699,0,ADCY10_OCRL,1,0.5349,ADCY10,OCRL,0.4444444444444444,-0.9268754147346869,-0.28718097429094536,-1.2140563890256324
16293,0.09374357014894485,0.06280229985713959,0.1801474541425705,0.03423311561346054,0.037266362458467484,0.27718251943588257,0.002217676490545273,0.1801881641149521,0.2513619661331177,0.06828522682189941,0.7080618143081665,0.7922013401985168,0.8031147718429565,0.39886102436523374,0,RAB10_HTT,1,0.532,RAB10,HTT,0.4487179487179487,-0.9525470832292802,-0.2628999861752974,-1.2154470694045776
6394,0.08663519471883774,0.13799339532852173,0.2805619239807129,0.09724169224500656,0.11832624673843384,0.2866605818271637,0.07706290483474731,0.28105229139328003,0.32342594861984253,0.06807345151901245,0.8336312770843506,0.8752591013908386,0.8261266350746155,0.4131914554880017,0,TMEM138_IFT27,1,0.6102,TMEM138,IFT27,0.3265306122448979,-0.2602972638233538,-0.9571380341349479,-1.2174352979583016
16945,0.12498171627521515,0.19523471593856812,0.1995089054107666,0.05389411747455597,-0.0005704183131456375,0.16501933336257935,0.01311340183019638,0.1999967396259308,0.2644173800945282,0.11170510947704315,0.7671594619750977,0.8711746335029602,0.7650341987609863,0.05724258543562101,0,ODF2_IFT52,1,0.6084,ODF2,IFT52,0.3283582089552239,-0.27623140288896253,-0.9467540842981002,-1.2229854871870627
4642,0.14066433906555176,0.3299446403980255,0.26088714599609375,0.060760729014873505,0.04119123890995979,0.20859822630882263,0.04425227642059326,0.26111671328544617,0.45650359988212585,0.10339650511741638,0.7667699456214905,0.8620883226394653,0.881436824798584,0.4086479606051857,0,KIAA0586_PIBF1,1,0.5988,KIAA0586,PIBF1,0.3428571428571428,-0.3612134779055474,-0.8643747489257783,-1.2255882268313256
18441,0.13680289685726166,0.38087987899780273,0.2111685574054718,0.07494236528873444,0.03790188208222389,0.11365648359060287,0.023899035528302193,0.2123134434223175,0.4666973948478699,0.12887424230575562,0.8612478375434875,0.9127241373062134,0.8950257301330566,0.512304240755061,0,KIF27_IFT80,1,0.5885,KIF27,IFT80,0.3582089552238806,-0.4523921625587575,-0.7771495702962604,-1.229541732855018
9454,0.128444641828537,0.1639864444732666,0.1810227632522583,0.04812142997980118,0.006179943680763245,0.1680629700422287,0.08744604885578156,0.18060335516929626,0.33326494693756104,0.12097618728876114,0.626278281211853,0.7291656732559204,0.8098825216293335,0.27800177965275596,0,BBS9_ABLIM1,1,0.52,BBS9,ABLIM1,0.4642857142857143,-1.0587746770000108,-0.17444781518257935,-1.2332224921825903
23879,0.08898931741714478,0.11755166947841644,0.15575046837329865,0.006868664175271988,-0.013605053536593914,0.12967775762081146,-0.0005487264133989811,0.15523448586463928,0.1940934658050537,0.07806278765201569,0.7669703960418701,0.8340801000595093,0.8260312080383301,0.2347932900312063,0,SCLT1_TRIP11,1,0.5429,SCLT1,TRIP11,0.4285714285714285,-0.8560570188875332,-0.37736750157763826,-1.2334245204651715
26938,0.14178311824798584,0.3350471258163452,0.21713688969612122,0.06044577807188034,0.027088984847068787,0.24543322622776031,0.0145501010119915,0.21822860836982727,0.47628694772720337,0.20323112607002258,0.8578755855560303,0.8998050093650818,0.8651086688041687,0.4404279578541168,0,TTLL9_SMO,1,0.6314,TTLL9,SMO,0.2903225806451613,-0.07262851482839658,-1.1628630618165734,-1.23549157664497
14771,0.11487659066915512,0.13157999515533447,0.20510278642177582,0.02858678624033928,0.025798413902521133,0.28617507219314575,0.03796590119600296,0.20549236238002777,0.25303104519844055,0.16690890491008759,0.7742066383361816,0.827997088432312,0.752912163734436,0.22219300191942895,0,CCDC28B_ARL2,1,0.669,CCDC28B,ARL2,0.231578947368421,0.2602179456532263,-1.4966297717988024,-1.236411826145576
23222,0.10367293655872345,0.30596983432769775,0.2712242901325226,0.16440515220165253,0.1474854052066803,0.23079374432563782,0.15848547220230103,0.271881103515625,0.4125281870365143,0.12145332992076874,0.8559092283248901,0.905950129032135,0.8757668733596802,0.1795963425977763,0,TUBGCP5_KIF27,1,0.5813,TUBGCP5,KIF27,0.3673469387755102,-0.5161287188211957,-0.7252298211120235,-1.2413585399332192
18260,-0.011476220563054085,0.31571412086486816,0.37367528676986694,0.1328284740447998,0.040366705507040024,0.37434181571006775,0.017547909170389175,0.373940646648407,0.30097734928131104,0.2079893946647644,0.8482536673545837,0.9118742942810059,0.8113356828689575,0.4244804663910274,0,DPCD_CBY1,1,0.5542,DPCD,CBY1,0.4090909090909091,-0.7560260347534288,-0.48805096688403315,-1.244077001637462
3594,0.05749557167291641,0.31195855140686035,0.27546757459640503,0.1853315383195877,-0.0004919543862342834,0.07696207612752914,0.03404926508665085,0.27712494134902954,0.22167572379112244,0.18175919353961945,0.7508394122123718,0.8528848886489868,0.6943608522415161,0.3779170516680368,0,MLF1_IFT22,1,0.5989,MLF1,IFT22,0.3389830508474576,-0.3603282479574581,-0.886386375924564,-1.2467146238820221
5207,0.09374357014894485,0.06280229985713959,0.1801474541425705,0.03423311561346054,0.037266362458467484,0.27718251943588257,0.002217676490545273,0.1801881641149521,0.2513619661331177,0.06828522682189941,0.7080618143081665,0.7922013401985168,0.8031147718429565,0.11261389052382616,0,HTT_RAB10,1,0.5283,HTT,RAB10,0.4487179487179487,-0.985300591308589,-0.2628999861752974,-1.2482005774838865
22287,0.20699098706245422,0.39934974908828735,0.32346871495246887,0.20462404191493988,0.09293944388628006,0.3158687651157379,0.0005077319219708443,0.3245295584201813,0.7078991532325745,0.3498094081878662,0.853132963180542,0.8761624097824097,0.8805218935012817,0.489128110239793,0,SPAG17_DRC1,1,0.5121,SPAG17,DRC1,0.4736842105263157,-1.128707842899075,-0.1210478977101961,-1.2497557406092712
18380,0.13781128823757172,0.2926853895187378,0.19827726483345032,0.09238141775131226,0.06424963474273682,0.14210450649261475,0.053227897733449936,0.19872096180915833,0.42672500014305115,0.25424739718437195,0.8365646600723267,0.9022232890129089,0.8687124252319336,0.10537373254832583,0,CLUAP1_INTU,1,0.5327,CLUAP1,INTU,0.4411764705882353,-0.9463504735926549,-0.30574878873232314,-1.252099262324978
8141,0.09850358963012695,0.23879022896289825,0.26297086477279663,0.08183309435844421,0.005487491376698017,0.26229792833328247,-0.024123352020978928,0.2534916400909424,0.38486966490745544,0.20489872992038727,0.8931272029876709,0.9084129333496094,0.831273078918457,0.06800119918380566,0,TBC1D7_POC1A,1,0.5257,TBC1D7,POC1A,0.4516129032258064,-1.0083165699589145,-0.2464515748711489,-1.2547681448300634
15170,0.13657146692276,0.3785346448421478,0.267625629901886,0.0866122618317604,0.05269385874271393,0.20908686518669128,0.0391591340303421,0.26850706338882446,0.43287166953086853,0.13500533998012543,0.8276200890541077,0.9049943685531616,0.8921884298324585,0.0893345781320973,0,ALMS1_TTC21B,1,0.6787,ALMS1,TTC21B,0.2121212121212121,0.3460852506178995,-1.60718378275981,-1.2610985321419106
696,0.1269066035747528,0.31416207551956177,0.14186327159404755,0.05409468710422516,0.01921651139855385,0.1121896356344223,0.011832018382847309,0.14541974663734436,0.39296478033065796,0.203526109457016,0.8770060539245605,0.9323731660842896,0.890876293182373,0.3061220697538992,0,NPHP4_TTLL3,1,0.5167,NPHP4,TTLL3,0.4642857142857143,-1.0879872652869613,-0.17444781518257935,-1.2624350804695408
23259,0.16618892550468445,0.17035828530788422,0.15133368968963623,0.005698192864656448,0.0018088100478053093,0.07563896477222443,-0.009821784682571888,0.14779981970787048,0.31054213643074036,0.166849285364151,0.7614783644676208,0.8377614617347717,0.7869187593460083,0.2190214560660437,0,TTC17_TUBGCP3,1,0.5961,TTC17,TUBGCP3,0.3402061855670103,-0.3851146865039621,-0.8794368287406689,-1.264551515244631
7462,0.10342422872781754,0.2472659945487976,0.25667351484298706,0.08566566556692123,0.0632600337266922,0.2497454583644867,0.051306549459695816,0.2569865584373474,0.45085984468460083,0.14036107063293457,0.8523067831993103,0.9070767164230347,0.8751022815704346,0.08652721413133375,0,CEP250_CEP89,1,0.5202,CEP250,CEP89,0.4583333333333333,-1.057004217103832,-0.20826776291508925,-1.2652719800189214
18317,0.24915513396263123,0.17742592096328735,0.19286313652992249,0.12372636049985886,0.033023200929164886,0.12894363701343536,0.02450285479426384,0.19382616877555847,0.46807512640953064,0.1800236999988556,0.7802996635437012,0.8354501724243164,0.8131546974182129,0.1786363024139706,0,CLUAP1_FOXJ1,1,0.5365,CLUAP1,FOXJ1,0.4324324324324324,-0.9127117355652568,-0.3554302381835776,-1.2681419737488344
22712,0.01722521334886551,0.2191796451807022,0.27438366413116455,0.10911491513252258,0.022569306194782257,0.23257635533809662,0.028728798031806946,0.2751033902168274,0.3022880554199219,0.17076316475868225,0.8284705877304077,0.8777320384979248,0.8206559419631958,0.17876190315071852,0,CBY1_CFAP20,1,0.6327,CBY1,CFAP20,0.282051282051282,-0.061120525503233415,-1.20985852268557,-1.2709790481888035
1773,0.061079345643520355,0.20231962203979492,0.27231645584106445,0.06485512107610703,0.054658133536577225,0.26323848962783813,0.05949050933122635,0.27230215072631836,0.33228304982185364,0.247619166970253,0.8179692625999451,0.8918711543083191,0.8620107173919678,0.35102288255834224,0,NME7_INTU,1,0.555,NME7,INTU,0.4029850746268656,-0.7489441951687132,-0.5227427992935009,-1.2716869944622142
20636,0.1571064293384552,0.3046216070652008,0.29835081100463867,0.2697828710079193,0.06160132959485054,0.22109341621398926,0.04624480754137039,0.2925157845020294,0.5550731420516968,0.22626565396785736,0.7404187917709351,0.8411867618560791,0.8418602347373962,0.492336306065866,0,DNAH7_RFX3,1,0.58,DNAH7,RFX3,0.3636363636363636,-0.5276367081463589,-0.7463123859322897,-1.2739490940786484
18676,0.12943211197853088,0.1016647070646286,0.2305772453546524,0.0010157888755202293,0.03458154574036598,0.29653632640838623,0.022636767476797104,0.2300781011581421,0.3025953769683838,0.1874922513961792,0.745638370513916,0.8355093002319336,0.7984017133712769,-0.12425724955418001,0,EXOC6_ATXN10,1,0.5207,EXOC6,ATXN10,0.4558823529411764,-1.0525780673633844,-0.22219362374612295,-1.2747716911095073
9113,0.07203690707683563,0.23975607752799988,0.254700243473053,0.0676654651761055,0.02883884869515896,0.23627091944217682,0.04452618211507797,0.25484567880630493,0.3712361454963684,0.16177967190742493,0.7305768728256226,0.8305538892745972,0.8281161189079285,0.44420013192364916,0,BBS9_PKD2,1,0.5234,BBS9,PKD2,0.4516129032258064,-1.0286768587649708,-0.2464515748711489,-1.2751284336361197
8691,0.20299433171749115,0.31693407893180847,0.2986949384212494,-0.02396189235150814,-0.07795889675617218,0.19888591766357422,-0.0711018368601799,0.2988876402378082,0.4792042076587677,0.3211229145526886,0.8678624629974365,0.9129980206489563,0.8202590346336365,-0.010944346656673189,0,NEK2_HYLS1,1,0.6582,NEK2,HYLS1,0.2413793103448276,0.1646131112595686,-1.4409465475103573,-1.2763334362507888
15652,0.19795948266983032,0.34837865829467773,0.3640100955963135,0.19755229353904724,0.07729233801364899,0.5343025326728821,0.028377559036016464,0.3656952977180481,0.5926182270050049,0.45641207695007324,0.8356175422668457,0.8844133615493774,0.6709849238395691,0.131974935969958,0,ZMYND10_STOML3,1,0.6482,ZMYND10,STOML3,0.2564102564102564,0.07609011645062642,-1.355544451379458,-1.2794543349288314
22902,0.14621281623840332,0.21468868851661682,0.1687026023864746,0.03552877530455589,0.04530269652605057,0.07416287064552307,0.010857323184609413,0.1698792278766632,0.377784788608551,0.12116913497447968,0.8241006731987,0.8880574703216553,0.8869650959968567,0.5419214528326383,0,TTC21B_CEP97,1,0.5523,TTC21B,CEP97,0.4057971014492754,-0.772845403767128,-0.5067655624672401,-1.279610966234368
22837,0.05840900540351868,0.2789188027381897,0.26469266414642334,0.06022915244102478,0.009766976349055767,0.18047302961349487,-0.015620041638612747,0.2645801901817322,0.4131905436515808,0.06721212714910507,0.8519457578659058,0.9055284261703491,0.8661246299743652,0.5551871667492975,0,CBY1_IFT81,1,0.6157,CBY1,IFT81,0.3064516129032258,-0.2116096166784351,-1.071221913122031,-1.2828315298004662
8386,0.06856600195169449,0.16213218867778778,0.16710206866264343,0.1301356554031372,0.0865681990981102,0.07927053421735764,0.15102393925189972,0.1669238954782486,0.1720696985721588,0.08998595178127289,0.5556585788726807,0.7091312408447266,0.7170737981796265,0.19103311937260825,0,SYNE2_FNBP1L,1,0.5066,SYNE2,FNBP1L,0.4761904761904761,-1.177395490043993,-0.10680791971756043,-1.2842034097615533
6680,0.11783012002706528,0.10083828121423721,0.21972137689590454,0.13084495067596436,0.15664821863174438,0.21169066429138184,0.09367433190345764,0.22006729245185852,0.1444515734910965,0.17764157056808472,0.6702414751052856,0.7208690047264099,0.7655268907546997,0.5722315544025403,0,PCM1_ACTR2,1,0.6498,PCM1,ACTR2,0.253012048192771,0.09025379562005757,-1.3748522250617807,-1.2845984294417232
28344,0.1386483609676361,0.17740386724472046,0.11484064906835556,-0.00012554973363876343,-0.08081891387701035,-0.029542261734604836,-0.04393394663929939,0.1150575652718544,0.33684849739074707,0.14506131410598755,0.7564698457717896,0.8198456764221191,0.8407127261161804,0.5256197740435843,0,IFT52_ATXN10,1,0.5571,IFT52,ATXN10,0.3972602739726027,-0.7303543662588355,-0.5552696923897439,-1.2856240586485794
1660,0.15358611941337585,0.3223889470100403,0.08876578509807587,-0.05046318471431732,-0.054273489862680435,-0.03379290550947189,-0.07736391574144363,0.08954836428165436,0.5235018134117126,0.21128368377685547,0.8674519658088684,0.9209659695625305,0.9034110307693481,0.1529150735515827,0,NPHP4_INPP5E,1,0.5131,NPHP4,INPP5E,0.4655172413793103,-1.119855543418181,-0.16745058461723297,-1.2873061280354139
8614,0.059411004185676575,0.2550370991230011,0.27693480253219604,0.03328954055905342,0.06966585665941238,0.2919623553752899,0.030078943818807602,0.27631014585494995,0.30702877044677734,0.16027125716209412,0.6687602996826172,0.7544016242027283,0.8200318813323975,0.1747931192243009,0,NEK1_AHI1,1,0.5129,NEK1,AHI1,0.4657534246575342,-1.1216260033143597,-0.1661086499882621,-1.2877346533026217
13671,0.1104302704334259,0.3382244110107422,0.33395999670028687,0.13872221112251282,0.10071944445371628,0.36644428968429565,0.06987832486629486,0.3345528841018677,0.5331090688705444,0.21130940318107605,0.8693091869354248,0.9160975813865662,0.8801538348197937,0.3451475225779817,0,DZIP1L_IFT46,1,0.523,DZIP1L,IFT46,0.4492753623188406,-1.032217778557328,-0.2597329007689083,-1.2919506793262365
8839,0.052257418632507324,0.3495957851409912,0.33920562267303467,0.12123845517635345,0.041247934103012085,0.3039630651473999,0.042238544672727585,0.3391687273979187,0.3847724199295044,0.2468477040529251,0.7682377099990845,0.8479228019714355,0.8905041813850403,0.1227856749488998,0,DYNC2H1_CEP290,1,0.5413,DYNC2H1,CEP290,0.4202898550724637,-0.8702206980569643,-0.42442134190113007,-1.2946420399580945
27202,0.17266306281089783,0.15423691272735596,0.10518300533294678,-0.017564209178090096,-0.06523607671260834,-0.05368568375706673,-0.057728659361600876,0.1052483394742012,0.17490629851818085,0.1764947772026062,0.6718326210975647,0.7836244106292725,0.7769320607185364,0.39348815489455374,0,EXOC4_IFT43,1,0.5737,EXOC4,IFT43,0.3692307692307692,-0.5834061948759921,-0.7145263651263504,-1.2979325600023426
18808,0.06132074445486069,0.12801668047904968,0.22079311311244965,-0.0012962594628334045,0.06627409905195236,0.23832955956459045,0.029889915138483047,0.22207355499267578,0.16498808562755585,0.17219406366348267,0.6129576563835144,0.7558610439300537,0.7375642657279968,0.3212993394343301,0,DPYSL2_RFX3,1,0.5322,DPYSL2,RFX3,0.4328358208955223,-0.9507766233331015,-0.3531382852916612,-1.3039149086247628
13067,0.1489984393119812,0.2114802896976471,0.22491684556007385,0.10326582938432693,0.07857950031757355,0.17485502362251282,0.0649440735578537,0.22566314041614532,0.4495353102684021,0.17559944093227386,0.8026986122131348,0.8713892698287964,0.8757655024528503,0.44663126535670455,0,CCP110_NEK4,1,0.5917,CCP110,NEK4,0.34,-0.42406480421989623,-0.8806083238373825,-1.3046731280572788
17927,0.1379774957895279,0.23390662670135498,0.18168962001800537,0.15337713062763214,0.15324455499649048,0.04573462903499603,0.13717058300971985,0.1819671094417572,0.28572162985801697,0.1010369285941124,0.826668381690979,0.8653270602226257,0.7722862958908081,0.46769353210144415,0,BBIP1_UNC119B,1,0.6835,BBIP1,UNC119B,0.1964285714285714,0.38857628812619194,-1.6963454631455175,-1.3077691750193257
9435,0.25939080119132996,0.3783751130104065,0.2574072480201721,0.18833419680595398,0.05708761140704155,0.14666685461997986,-0.025324314832687378,0.2590788006782532,0.5066081881523132,0.18396005034446716,0.7432819604873657,0.813248336315155,0.7943618893623352,0.5141881958890693,0,RP1_DNAH5,1,0.6729,RP1,DNAH5,0.2121212121212121,0.2947419136287138,-1.60718378275981,-1.3124418691310962
23909,0.11084789037704468,0.2813195586204529,0.24250218272209167,0.05593809485435486,0.025811320170760155,0.2431929111480713,0.05274730175733566,0.24229779839515686,0.44826725125312805,0.16637346148490906,0.8107028007507324,0.8836733102798462,0.8488908410072327,-0.08943088075529185,0,SCLT1_TTBK2,1,0.5997,SCLT1,TTBK2,0.3260869565217391,-0.3532464083727425,-0.9596587755808491,-1.3129051839535917
8693,0.17080336809158325,0.266232967376709,0.24711951613426208,0.13302025198936462,0.08269353210926056,0.07939334213733673,0.054147735238075256,0.24708744883537292,0.3487066626548767,0.23717282712459564,0.7898550033569336,0.8645201921463013,0.7348464727401733,0.2400106655330126,0,NEK2_ODF2,1,0.6221,NEK2,ODF2,0.2903225806451613,-0.1549549000007125,-1.1628630618165734,-1.3178179618172858
23317,0.08484899997711182,0.23741883039474487,0.2445390373468399,0.04507621005177498,0.017503224313259125,0.17613893747329712,-0.003761962056159973,0.2330337017774582,0.4624752402305603,0.15889103710651398,0.8549853563308716,0.9048413038253784,0.8953990936279297,0.3255954888998039,0,TUBGCP3_CEP250,1,0.7118,TUBGCP3,CEP250,0.1505376344086021,0.6390963634354979,-1.9570863505026086,-1.3179899870671106
450,0.06840495765209198,0.34848374128341675,0.3165239095687866,0.07913699001073837,0.0362713523209095,0.32836827635765076,0.03147047758102417,0.31627732515335083,0.41118738055229187,0.17490771412849426,0.891887903213501,0.9081591367721558,0.8366849422454834,0.2870526445891202,0,NUP37_POC1A,1,0.5184,NUP37,POC1A,0.4516129032258064,-1.0729383561694419,-0.2464515748711489,-1.3193899310405908
23333,0.09044583886861801,0.1854918748140335,0.19111377000808716,0.04774843901395798,-0.0037770960479974747,0.05711870640516281,-0.029739921912550926,0.19107607007026672,0.38354939222335815,0.14213381707668304,0.8450571298599243,0.9039844274520874,0.8604481220245361,0.024284015850501092,0,ARL13B_FAM161A,1,0.5772,ARL13B,FAM161A,0.36,-0.5524231466928619,-0.76697329945615,-1.3193964461490117
28220,0.06795758008956909,0.0795523077249527,0.2376573383808136,-0.005285508930683136,0.009922637604176998,0.2069888710975647,5.955155938863754e-05,0.23703233897686005,0.2565757930278778,0.1999872326850891,0.8645827770233154,0.9041205048561096,0.8672787547111511,0.22930253611510437,0,VHL_TOPORS,1,0.5193,VHL,TOPORS,0.45,-1.064971286636637,-0.2556156897406027,-1.3205869763772398
17901,0.0963125228881836,0.15404504537582397,0.12921172380447388,0.0021096784621477127,0.025982897728681564,0.02765936218202114,-0.007051542401313782,0.11370745301246643,0.2881888151168823,0.14514194428920746,0.8317503929138184,0.8698505163192749,0.792333722114563,0.05326272842981844,0,BBIP1_TBC1D7,1,0.5296,BBIP1,TBC1D7,0.4333333333333333,-0.9737926019834269,-0.3503115433916303,-1.324104145375057
12428,0.19755879044532776,0.41716814041137695,0.3751722574234009,0.11681167036294937,0.09183750301599503,0.4112885892391205,0.04481052607297897,0.37509214878082275,0.4621882140636444,0.31646114587783813,0.9199974536895752,0.9363462328910828,0.8603231906890869,0.43370125843058266,0,ORC1_STIL,1,0.6819,ORC1,STIL,0.1958762886597938,0.3744126089567608,-1.6994833964402865,-1.3250707874835257
25068,0.1632899045944214,0.29900264739990234,0.35077545046806335,0.06314745545387268,0.06691931188106537,0.3338302671909332,0.028255484998226166,0.3510993421077728,0.5587526559829712,0.23217108845710754,0.902023196220398,0.9284974932670593,0.8604380488395691,0.3785558369101668,0,STIL_POC1A,1,0.621,STIL,POC1A,0.2903225806451613,-0.16469242942969603,-1.1628630618165734,-1.3275554912462695
688,0.13507992029190063,0.24294161796569824,0.19818326830863953,0.039516761898994446,-0.05032680556178093,0.21311838924884796,-0.01609090529382229,0.19826552271842957,0.4573020339012146,0.14538802206516266,0.866836667060852,0.9187431931495667,0.8960891366004944,0.13392053938030277,0,NPHP4_RILPL1,1,0.553,NPHP4,RILPL1,0.3962264150943396,-0.7666487941305017,-0.5611438213316532,-1.3277926154621549
22699,0.1291225254535675,0.25303375720977783,0.26391828060150146,0.09198160469532013,0.07879570126533508,0.3222799301147461,0.05838173255324364,0.2654643654823303,0.4007529616355896,0.1858358085155487,0.886633038520813,0.9078816175460815,0.8666220903396606,0.10288980456055925,0,CBY1_UNC119B,1,0.5932,CBY1,UNC119B,0.3333333333333333,-0.4107863549985554,-0.9184866652977937,-1.3292730202963492
22962,0.07946392893791199,0.19248062372207642,0.20659185945987701,0.06609518080949783,0.05989854782819748,0.22639989852905273,0.04480377584695816,0.20601055026054382,0.3141091465950012,0.13469330966472626,0.6253907084465027,0.7443991303443909,0.7668609023094177,-0.17009616897688495,0,EXOC6_AGBL4,1,0.5331,EXOC6,AGBL4,0.4266666666666667,-0.9428095538002966,-0.38818988485204076,-1.3309994386523374
9402,0.13668781518936157,0.19075196981430054,0.22974300384521484,0.025707188993692398,0.005903325974941254,0.13683059811592102,-0.0012563373893499374,0.22914177179336548,0.38346993923187256,0.09231660515069962,0.7644399404525757,0.8477917909622192,0.8450157642364502,0.14976392696995336,0,BBS9_KIAA0586,1,0.6588,BBS9,KIAA0586,0.2307692307692307,0.1699244909481055,-1.501230380073346,-1.3313058891252405
6338,-0.07441030442714691,0.2769129276275635,0.3180631399154663,0.14952851831912994,0.1063930094242096,0.3204661011695862,0.0879313051700592,0.3183291256427765,0.36167624592781067,0.1034172773361206,0.8483328819274902,0.9002088308334351,0.846474289894104,0.12570516093883088,0,TMEM138_IFT46,1,0.5733,TMEM138,IFT46,0.3636363636363636,-0.5869471146683494,-0.7463123859322897,-1.3332595006006391
23174,0.15465247631072998,0.2718770205974579,0.161612868309021,0.038234222680330276,0.07043551653623581,0.10625369846820831,0.052313581109046936,0.16208413243293762,0.4283732771873474,0.14926227927207947,0.8662212491035461,0.908950924873352,0.874772846698761,0.6972320031522332,0,TUBGCP5_MKS1,1,0.5299,TUBGCP5,MKS1,0.4310344827586206,-0.971136912139158,-0.36337304044694463,-1.3345099525861026
12537,0.1765487790107727,0.2204892337322235,0.2609557509422302,0.09852928668260574,0.14176256954669952,0.29881441593170166,0.09651252627372742,0.26072192192077637,0.4139457046985626,0.12415818870067596,0.7479273080825806,0.8457586169242859,0.8501911759376526,-0.047036486400056095,0,PIBF1_GSK3B,1,0.6069,PIBF1,GSK3B,0.3106796116504854,-0.2895098521103044,-1.0471994760855976,-1.336709328195902
22760,0.07179170846939087,0.17602455615997314,0.2684260904788971,0.05477018654346466,0.04533091187477112,0.3088674247264862,0.024442758411169052,0.26930269598960876,0.40753018856048584,0.10758914053440094,0.8748611211776733,0.9111180305480957,0.8670744895935059,0.4727567879194681,0,CBY1_INPP5E,1,0.5328,CBY1,INPP5E,0.425531914893617,-0.9454652436445646,-0.3946372621218981,-1.3401025057664628
662,0.0536385104060173,0.19875046610832214,0.21209663152694702,-0.008287737146019936,-0.01334463432431221,0.18947601318359375,-0.03875674307346344,0.20979568362236023,0.5375242829322815,0.4756850004196167,0.9106153845787048,0.9310439825057983,0.8843530416488647,0.16662105162940932,0,NPHP4_DNAH9,1,0.5156,NPHP4,DNAH9,0.4507042253521127,-1.0977247947159459,-0.25161445648774244,-1.3493392512036884
28647,0.11392705142498016,0.27013540267944336,0.2337004840373993,0.19775575399398804,-0.01843913085758686,0.05839889124035835,-0.021575748920440674,0.23206330835819244,0.3797825276851654,0.19613835215568542,0.8251829147338867,0.8648866415023804,0.8136694431304932,0.19730714578846675,0,RSPH1_IFT43,1,0.5481,RSPH1,IFT43,0.4,-0.8100250615868835,-0.5397032506936844,-1.3497283122805679
21900,0.08746366202831268,0.4107246398925781,0.26291143894195557,0.051703210920095444,0.039764758199453354,0.18229180574417114,0.02243170142173767,0.2687832713127136,0.5200977921485901,0.23502740263938904,0.8773034811019897,0.9226582050323486,0.887891948223114,0.027112164979960107,0,TTLL3_TUBGCP6,1,0.5153,TTLL3,TUBGCP6,0.4509803921568627,-1.1003804845602139,-0.2500453454081897,-1.3504258299684035
29334,0.08834563940763474,0.20964905619621277,0.3183412253856659,0.06113145127892494,0.003286140039563179,0.34724727272987366,-0.00011959485709667206,0.3176802396774292,0.3418360650539398,0.120255246758461,0.7012205123901367,0.813463568687439,0.7494561672210693,0.2634665822970704,0,WDPCP_SPAG16,1,0.6149,WDPCP,SPAG16,0.2950819672131147,-0.21869145626315065,-1.1358214113821188,-1.3545128676452693
2309,0.048765912652015686,0.19074293971061707,0.26698678731918335,0.05893637239933014,0.07657128572463989,0.3325883150100708,0.09180720150470734,0.2662516236305237,0.2808496952056885,0.10843643546104431,0.6603865623474121,0.7500016689300537,0.7726272940635681,-0.1783172722464524,0,PKD2_PAFAH1B1,1,0.5028,PKD2,PAFAH1B1,0.4696969696969697,-1.211034228071391,-0.14370240815302496,-1.354736636224416
2068,0.10222680121660233,0.2935749292373657,0.29999619722366333,0.0839712917804718,0.04355159029364586,0.19507771730422974,-0.01634352281689644,0.3005911707878113,0.5325767993927002,0.18594658374786377,0.8312917947769165,0.8966422080993652,0.809697151184082,0.15275184585801274,0,MNS1_FUZ,1,0.5447,MNS1,FUZ,0.4042553191489361,-0.8401228798219244,-0.5155255859317206,-1.355648465753645
16272,0.18703943490982056,0.11741293966770172,0.08206897228956223,0.010143782943487167,0.030050359666347504,-0.01280406303703785,0.002816965337842703,0.08176098018884659,0.3978022038936615,0.10638365894556046,0.8375186920166016,0.8929688930511475,0.8465377688407898,0.03808700146935619,0,IQCB1_TOPORS,1,0.5063,IQCB1,TOPORS,0.4634146341463415,-1.1800511798882618,-0.17939707582636122,-1.359448255714623
