gene_name,complex_id
PSMB6,CPX-5993
PSMB5,CPX-5993
PSMC2,CPX-5993
PSMC4,CPX-5993
PSMD8,CPX-5993
PSMB3,CPX-5993
PSMB2,CPX-5993
PSMD7,CPX-5993
PSMD4,CPX-5993
SEM1,CPX-5993
PSMA6,CPX-5993
PSMC1,CPX-5993
PSMC5,CPX-5993
PSMC6,CPX-5993
PSMD2,CPX-5993
PSMD6,CPX-5993
ADRM1,CPX-5993
PSMB7,CPX-5993
PSMD1,CPX-5993
PSMD13,CPX-5993
STAT1,CPX-6016
STAT2,CPX-6016
IRF9,CPX-6016
ZW10,CPX-6017
KNTC1,CPX-6017
ZWILCH,CPX-6017
TRAF3,CPX-6018
STING1,CPX-6018
TBK1,CPX-6018
IFNG,CPX-6024
TCP1,CPX-6030
CCT6A,CPX-6030
CCT5,CPX-6030
CCT3,CPX-6030
CCT8,CPX-6030
CCT4,CPX-6030
CCT2,CPX-6030
CCT7,CPX-6030
GEMIN2,CPX-6031
GEMIN4,CPX-6031
SMN1; SMN2,CPX-6031
GEMIN5,CPX-6031
GEMIN6,CPX-6031
GEMIN7,CPX-6031
GEMIN8,CPX-6031
DDX20,CPX-6031
STRAP,CPX-6031
SNRPB,CPX-6033
SNRPE,CPX-6033
SNRPF,CPX-6033
SNRPG,CPX-6033
SNRPD1,CPX-6033
SNRPD2,CPX-6033
SNRPD3,CPX-6033
EIF3F,CPX-6036
EIF3D,CPX-6036
EIF3H,CPX-6036
EIF3G,CPX-6036
EIF3J,CPX-6036
EIF3B,CPX-6036
EIF3E,CPX-6036
EIF3I,CPX-6036
EIF3A,CPX-6036
EIF3M,CPX-6036
EIF3C,CPX-6036
EIF3K,CPX-6036
EIF3L,CPX-6036
TRAF3,CPX-6037
MAVS,CPX-6037
IKBKE,CPX-6038
AZI2,CPX-6038
TBK1,CPX-6038
STAT3,CPX-6041
STAT1,CPX-6041
STAT1,CPX-6042
STAT4,CPX-6042
STAT3,CPX-6043
STAT5A,CPX-6043
STAT3,CPX-6044
STAT5B,CPX-6044
STAT5A,CPX-6045
STAT5B,CPX-6045
STAT3,CPX-6046
STAT4,CPX-6046
STAT6,CPX-6047
STAT2,CPX-6047
STAT1,CPX-6048
STAT3,CPX-6049
STAT4,CPX-6050
STAT6,CPX-6051
NKX2-1,CPX-6062
SMAD3,CPX-6062
CCDC51,CPX-6083
ABCB8,CPX-6083
SLF2,CPX-6086
SMC5,CPX-6086
NSMCE1,CPX-6086
NSMCE2,CPX-6086
NSMCE3,CPX-6086
SMC6,CPX-6086
SLF1,CPX-6086
NSMCE4A,CPX-6086
CDC27,CPX-6087
ANAPC15,CPX-6087
CDC20,CPX-6087
CDC16,CPX-6087
CDC26,CPX-6087
ANAPC16,CPX-6087
ANAPC13,CPX-6087
ANAPC1,CPX-6087
ANAPC11,CPX-6087
CDC23,CPX-6087
ANAPC7,CPX-6087
ANAPC5,CPX-6087
ANAPC4,CPX-6087
ANAPC2,CPX-6087
ANAPC10,CPX-6087
CDC27,CPX-6088
ANAPC15,CPX-6088
CDC16,CPX-6088
CDC26,CPX-6088
ANAPC16,CPX-6088
ANAPC13,CPX-6088
ANAPC1,CPX-6088
ANAPC11,CPX-6088
CDC23,CPX-6088
ANAPC7,CPX-6088
ANAPC5,CPX-6088
ANAPC4,CPX-6088
ANAPC2,CPX-6088
FZR1,CPX-6088
ANAPC10,CPX-6088
IKBKE,CPX-6089
TANK,CPX-6089
TBK1,CPX-6089
TBKBP1,CPX-6090
IKBKE,CPX-6090
TBK1,CPX-6090
LPL,CPX-6091
GPIHBP1,CPX-6091
BLZF1,CPX-6092
GORASP2,CPX-6092
MDM4,CPX-6093
TP53,CPX-6093
MDM2,CPX-6093
GMNN,CPX-6094
HOXD10,CPX-6094
CGA,CPX-6096
CGA,CPX-6097
LHB,CPX-6097
TOMM70,CPX-6121
TOMM40,CPX-6121
TOMM20,CPX-6121
TOMM5,CPX-6121
TOMM6,CPX-6121
TOMM22,CPX-6121
TOMM7,CPX-6121
NDUFA4,CPX-6123
MT-CO1,CPX-6123
MT-CO2,CPX-6123
MT-CO3,CPX-6123
COX6C,CPX-6123
COX8A,CPX-6123
COX5B,CPX-6123
COX6A1,CPX-6123
COX4I1,CPX-6123
COX7A2,CPX-6123
COX6B1,CPX-6123
COX7C,CPX-6123
COX5A,CPX-6123
COX7B,CPX-6123
TIMM10,CPX-6124
AGK,CPX-6124
TRMT10B,CPX-6124
TIMM29,CPX-6124
TIMM22,CPX-6124
TIMM9,CPX-6124
TIMM10,CPX-6125
TIMM9,CPX-6125
TIMM10,CPX-6126
TIMM10B,CPX-6126
TIMM9,CPX-6126
TIMM23,CPX-6129
TIMM44,CPX-6129
HSPA9,CPX-6129
ROMO1,CPX-6129
TIMM50,CPX-6129
GRPEL2,CPX-6129
DNAJC19,CPX-6129
TIMM17A,CPX-6129
TIMM21,CPX-6129
GRPEL1,CPX-6129
PAM16,CPX-6129
DNAJC15,CPX-6129
TIMM23,CPX-6130
TIMM44,CPX-6130
TIMM17B,CPX-6130
HSPA9,CPX-6130
ROMO1,CPX-6130
TIMM50,CPX-6130
GRPEL2,CPX-6130
DNAJC19,CPX-6130
TIMM21,CPX-6130
GRPEL1,CPX-6130
PAM16,CPX-6130
DNAJC15,CPX-6130
TIMM8A,CPX-6131
TIMM13,CPX-6131
TIMM8B,CPX-6132
TIMM13,CPX-6132
MTX2,CPX-6133
MTX1,CPX-6133
SAMM50,CPX-6133
CYBB,CPX-6134
CYBA,CPX-6134
NCF1,CPX-6134
RAC2,CPX-6134
NCF2,CPX-6134
NCF4,CPX-6134
CYBB,CPX-6135
CYBA,CPX-6135
NCF1,CPX-6135
NCF2,CPX-6135
RAC3,CPX-6135
NCF4,CPX-6135
IMMT,CPX-6141
MICOS10,CPX-6141
MICOS13,CPX-6141
APOOL,CPX-6141
CHCHD6,CPX-6141
APOO,CPX-6141
CHCHD3,CPX-6141
TSC2,CPX-6142
TSC1,CPX-6142
TBC1D7,CPX-6142
RPAP3,CPX-6143
PIH1D1,CPX-6143
RUVBL2,CPX-6143
RUVBL1,CPX-6143
PFDN6,CPX-6144
URI1,CPX-6144
PDRG1,CPX-6144
UXT,CPX-6144
PFDN2,CPX-6144
ASDURF,CPX-6145
PFDN6,CPX-6145
URI1,CPX-6145
POLR2E,CPX-6145
DNAAF10,CPX-6145
RPAP3,CPX-6145
PDRG1,CPX-6145
PIH1D1,CPX-6145
UXT,CPX-6145
PFDN2,CPX-6145
RUVBL2,CPX-6145
RUVBL1,CPX-6145
TTI1,CPX-6148
TTI2,CPX-6148
TELO2,CPX-6148
PFDN6,CPX-6149
PFDN1,CPX-6149
VBP1,CPX-6149
PFDN5,CPX-6149
PFDN4,CPX-6149
PFDN2,CPX-6149
SPAG1,CPX-6150
PIH1D2,CPX-6150
RUVBL2,CPX-6150
RUVBL1,CPX-6150
ATP5PD,CPX-6151
ATP5MG,CPX-6151
MT-ATP6,CPX-6151
MT-ATP8,CPX-6151
ATP5MC1,CPX-6151
ATP5F1B,CPX-6151
ATP5PF,CPX-6151
ATP5PB,CPX-6151
ATP5F1A,CPX-6151
ATP5F1D,CPX-6151
ATP5F1C,CPX-6151
ATP5PO,CPX-6151
ATP5MC3,CPX-6151
ATP5MF,CPX-6151
ATP5MJ,CPX-6151
ATP5F1E,CPX-6151
ATP5ME,CPX-6151
ATP5MC2,CPX-6151
ATP5F1EP2,CPX-6151
ATP5MGL,CPX-6151
ATP5MK,CPX-6151
SPAG1,CPX-6152
DNAAF2,CPX-6152
RUVBL2,CPX-6152
RUVBL1,CPX-6152
RUVBL2,CPX-6153
RUVBL1,CPX-6153
MPC2,CPX-6154
MPC1,CPX-6154
PRORP,CPX-6155
TRMT10C,CPX-6155
HSD17B10,CPX-6155
C9,CPX-6159
C8A,CPX-6159
C8B,CPX-6159
C8G,CPX-6159
C7,CPX-6159
C6,CPX-6159
TRMT10C,CPX-6161
HSD17B10,CPX-6161
CFH,CPX-6163
CFH,CPX-6164
PALS1,CPX-6166
PATJ,CPX-6166
CRB3,CPX-6166
CRB1,CPX-6167
PALS1,CPX-6167
PATJ,CPX-6167
DLG1,CPX-6168
SCRIB,CPX-6168
LLGL2,CPX-6168
PCCA,CPX-6169
PCCB,CPX-6169
MBL2,CPX-6170
FCN1,CPX-6172
RAD1,CPX-1829
HUS1,CPX-1829
RAD9A,CPX-1829
GATC,CPX-6174
GATB,CPX-6174
QRSL1,CPX-6174
SUCLG1,CPX-6175
SUCLG2,CPX-6175
SUCLG1,CPX-6176
SUCLA2,CPX-6176
CLPX,CPX-6177
CLPP,CPX-6177
FCN2,CPX-6178
FCN3,CPX-6179
CRB2,CPX-6180
PALS1,CPX-6180
PATJ,CPX-6180
COLEC11,CPX-6181
COLEC10,CPX-6181
PRKCI,CPX-6183
PARD3,CPX-6183
PARD6A,CPX-6183
SCRIB,CPX-6184
DLG2,CPX-6184
LLGL2,CPX-6184
SCRIB,CPX-6185
LLGL2,CPX-6185
DLG3,CPX-6185
DLG4,CPX-6186
SCRIB,CPX-6186
LLGL2,CPX-6186
SCRIB,CPX-6187
LLGL2,CPX-6187
DLG5,CPX-6187
SCRIB,CPX-6188
LLGL1,CPX-6188
DLG5,CPX-6188
DLG4,CPX-6189
SCRIB,CPX-6189
LLGL1,CPX-6189
SCRIB,CPX-6190
LLGL1,CPX-6190
DLG3,CPX-6190
SCRIB,CPX-6191
LLGL1,CPX-6191
DLG2,CPX-6191
DLG1,CPX-6192
SCRIB,CPX-6192
LLGL1,CPX-6192
PRKCI,CPX-6193
PARD3,CPX-6193
PARD6B,CPX-6193
PRKCI,CPX-6194
PARD3,CPX-6194
PARD6G,CPX-6194
PRKCZ,CPX-6195
PARD3,CPX-6195
PARD6G,CPX-6195
PRKCZ,CPX-6196
PARD3,CPX-6196
PARD6B,CPX-6196
PRKCZ,CPX-6197
PARD3,CPX-6197
PARD6A,CPX-6197
COG7,CPX-6199
COG2,CPX-6199
COG1,CPX-6199
COG3,CPX-6199
COG8,CPX-6199
COG4,CPX-6199
COG5,CPX-6199
COG6,CPX-6199
NBAS,CPX-6201
ZW10,CPX-6201
RINT1,CPX-6201
MBL2,CPX-6203
VPS53,CPX-6207
VPS52,CPX-6207
VPS50,CPX-6207
VPS51,CPX-6207
VPS53,CPX-6208
VPS52,CPX-6208
VPS54,CPX-6208
VPS51,CPX-6208
VPS41,CPX-6212
VPS33A,CPX-6212
VPS39,CPX-6212
VPS16,CPX-6212
VPS11,CPX-6212
VPS18,CPX-6212
VPS8,CPX-6213
TGFBRAP1,CPX-6213
VPS33A,CPX-6213
VPS16,CPX-6213
VPS11,CPX-6213
VPS18,CPX-6213
THBD,CPX-6223
DEPDC5,CPX-6226
NPRL3,CPX-6226
NPRL2,CPX-6226
SEC13,CPX-6227
WDR59,CPX-6227
SEH1L,CPX-6227
WDR24,CPX-6227
MIOS,CPX-6227
SZT2,CPX-6229
ITFG2,CPX-6229
KICS2,CPX-6229
KPTN,CPX-6229
F13A1,CPX-6231
F13B,CPX-6231
FN1,CPX-6232
PDHX,CPX-6233
PDHA1,CPX-6233
DLD,CPX-6233
DLAT,CPX-6233
PDHB,CPX-6233
MCCC1,CPX-6236
MCCC2,CPX-6236
FCN1,CPX-6237
FCN2,CPX-6238
FCN3,CPX-6239
COLEC11,CPX-6240
COLEC10,CPX-6240
VPS33B,CPX-6241
VIPAS39,CPX-6241
PDHX,CPX-6242
DLD,CPX-6242
DLAT,CPX-6242
PDHB,CPX-6242
PDHA2,CPX-6242
PMPCB,CPX-6243
PMPCA,CPX-6243
IMMP1L,CPX-6244
IMMP2L,CPX-6244
HADHA,CPX-6245
HADHB,CPX-6245
PDPR,CPX-6261
PDP1,CPX-6261
FANCG,CPX-6263
FANCA,CPX-6263
FANCC,CPX-6263
FAAP100,CPX-6263
FAAP20,CPX-6263
FANCB,CPX-6263
FANCE,CPX-6263
FANCF,CPX-6263
FANCL,CPX-6263
FANCD2,CPX-6264
FANCI,CPX-6264
CENPX,CPX-6266
FANCM,CPX-6266
CENPS,CPX-6266
FAAP24,CPX-6266
NELFE,CPX-6267
NELFCD,CPX-6267
NELFB,CPX-6267
NELFA,CPX-6267
DPM1,CPX-6268
DPM2,CPX-6268
DPM3,CPX-6268
TRMT61A,CPX-6269
TRMT6,CPX-6269
NAA20,CPX-6270
NAA25,CPX-6270
NAA10,CPX-6271
NAA15,CPX-6271
NAA10,CPX-6272
NAA16,CPX-6272
NAA11,CPX-6273
NAA15,CPX-6273
NAA16,CPX-6274
NAA11,CPX-6274
NAA30,CPX-6275
NAA35,CPX-6275
NAA38,CPX-6275
PPP4C,CPX-1842
PPP4R1,CPX-1842
PPP4C,CPX-1843
PPP4R3A,CPX-1843
PPP4R2,CPX-1843
PPP4C,CPX-1844
PPP4R3B,CPX-1844
PPP4R2,CPX-1844
PPP4C,CPX-1845
PPP4R4,CPX-1845
HAUS5,CPX-1847
HAUS3,CPX-1847
HAUS6,CPX-1847
HAUS1,CPX-1847
HAUS7,CPX-1847
HAUS8,CPX-1847
HAUS4,CPX-1847
HAUS2,CPX-1847
DNMT3B,CPX-6276
DNMT3L,CPX-6276
ATP8B1,CPX-6282
TMEM30A,CPX-6282
ATP8B1,CPX-6283
TMEM30B,CPX-6283
TMEM30A,CPX-6285
ATP8A1,CPX-6285
TMEM30B,CPX-6286
ATP8A1,CPX-6286
ATP8A2,CPX-6301
TMEM30A,CPX-6301
ATP8B2,CPX-6302
TMEM30A,CPX-6302
ATP8B2,CPX-6303
TMEM30B,CPX-6303
ATP8B3,CPX-6304
TMEM30A,CPX-6304
ATP8B4,CPX-6305
TMEM30A,CPX-6305
TMEM30B,CPX-6306
ATP8B4,CPX-6306
ATP10A,CPX-6307
TMEM30A,CPX-6307
ATP10B,CPX-6308
TMEM30A,CPX-6308
TMEM30A,CPX-6309
ATP10D,CPX-6309
ATP11A,CPX-6310
TMEM30A,CPX-6310
TMEM30A,CPX-6311
ATP11B,CPX-6311
ATP11C,CPX-6312
TMEM30A,CPX-6312
CLCN7,CPX-6321
OSTM1,CPX-6321
RPS17,CPX-5223
RPSA,CPX-5223
RPS2,CPX-5223
RPS3,CPX-5223
RPS12,CPX-5223
RPS19,CPX-5223
RPS9,CPX-5223
RPS5,CPX-5223
RPS10,CPX-5223
RPS20,CPX-5223
RPS3A,CPX-5223
RPS7,CPX-5223
RPS8,CPX-5223
RPS15A,CPX-5223
RPS16,CPX-5223
RPS14,CPX-5223
RPS23,CPX-5223
RPS18,CPX-5223
RPS29,CPX-5223
RPS13,CPX-5223
RPS11,CPX-5223
RPS6,CPX-5223
RPS15,CPX-5223
RPS24,CPX-5223
RPS25,CPX-5223
RPS26,CPX-5223
RPS28,CPX-5223
FAU,CPX-5223
RPS27A,CPX-5223
RPS21,CPX-5223
RACK1,CPX-5223
TMEM126B,CPX-6322
TMEM186,CPX-6322
ECSIT,CPX-6322
COA1,CPX-6322
ACAD9,CPX-6322
NDUFAF1,CPX-6322
CDC27,CPX-1860
ANAPC15,CPX-1860
CDC16,CPX-1860
CDC26,CPX-1860
ANAPC16,CPX-1860
ANAPC13,CPX-1860
ANAPC1,CPX-1860
ANAPC11,CPX-1860
CDC23,CPX-1860
ANAPC7,CPX-1860
ANAPC5,CPX-1860
ANAPC4,CPX-1860
ANAPC2,CPX-1860
ANAPC10,CPX-1860
MOCS2,CPX-6341
MOCS2,CPX-6341
KATNA1,CPX-6365
KATNB1,CPX-6365
KATNA1,CPX-6366
KATNBL1,CPX-6366
KATNAL2,CPX-6367
KATNB1,CPX-6367
KATNAL1,CPX-6381
KATNBL1,CPX-6381
KATNB1,CPX-6382
KATNAL1,CPX-6382
KATNAL2,CPX-6383
KATNBL1,CPX-6383
ATF3,CPX-6385
ATF4,CPX-6385
COPS2,CPX-1870
GPS1,CPX-1870
COPS6,CPX-1870
COPS5,CPX-1870
COPS8,CPX-1870
COPS4,CPX-1870
COPS7A,CPX-1870
COPS3,CPX-1870
ATF1,CPX-6401
BACH1,CPX-6402
ATF1,CPX-6402
ATF1,CPX-6404
NFIL3,CPX-6404
CREB1,CPX-6405
ATF1,CPX-6405
ATF2,CPX-6406
ATF2,CPX-6407
ATF3,CPX-6407
ATF2,CPX-6408
ATF4,CPX-6408
ATF2,CPX-6409
ATF7,CPX-6409
FAM98B,CPX-6411
ZBTB8OS,CPX-6411
FAM98A,CPX-6411
DDX1,CPX-6411
C2orf49,CPX-6411
RTRAF,CPX-6411
RTCB,CPX-6411
BACH1,CPX-6412
ATF2,CPX-6412
ATF2,CPX-6413
BATF,CPX-6413
ATF2,CPX-6414
BATF3,CPX-6414
ATF2,CPX-6415
DDIT3,CPX-6415
FOS,CPX-6416
ATF2,CPX-6416
ATF2,CPX-6417
FOSL1,CPX-6417
ATF2,CPX-6418
FOSL2,CPX-6418
ATF2,CPX-6419
JDP2,CPX-6419
JUN,CPX-6420
ATF2,CPX-6420
ATF2,CPX-6421
JUNB,CPX-6421
ATF2,CPX-6422
JUND,CPX-6422
RFXAP,CPX-6461
RFXANK,CPX-6461
RFX5,CPX-6461
GET1,CPX-6464
GET3,CPX-6464
CAMLG,CPX-6464
ATF3,CPX-6465
ATF7,CPX-6466
ATF3,CPX-6466
ATF3,CPX-6467
BATF,CPX-6467
ATF3,CPX-6468
BATF3,CPX-6468
ATF3,CPX-6469
CEBPA,CPX-6469
CEBPB,CPX-6470
ATF3,CPX-6470
CEBPB,CPX-6471
ATF3,CPX-6471
ATF3,CPX-6472
CEBPE,CPX-6472
ATF3,CPX-6473
DDIT3,CPX-6473
JUN,CPX-6474
ATF3,CPX-6474
JUNB,CPX-6476
ATF3,CPX-6476
FOS,CPX-6477
ATF3,CPX-6477
FOSL1,CPX-6478
ATF3,CPX-6478
FOSL2,CPX-6479
ATF3,CPX-6479
ATF3,CPX-6480
MAFF,CPX-6480
MAFG,CPX-6481
ATF3,CPX-6481
COPS2,CPX-1871
GPS1,CPX-1871
COPS6,CPX-1871
COPS5,CPX-1871
COPS8,CPX-1871
COPS4,CPX-1871
COPS7B,CPX-1871
COPS3,CPX-1871
TRBC2,CPX-6482
TRAC,CPX-6482
CD3D,CPX-6482
CD3E,CPX-6482
CD3G,CPX-6482
CD247,CPX-6482
DPM2,CPX-6502
PIGA,CPX-6502
PIGP,CPX-6502
PIGH,CPX-6502
PIGY,CPX-6502
PIGC,CPX-6502
PIGQ,CPX-6502
GPAA1,CPX-6503
PIGK,CPX-6503
PIGT,CPX-6503
PIGS,CPX-6503
PIGU,CPX-6503
ATF4,CPX-6521
ATF4,CPX-6522
BATF,CPX-6522
ATF4,CPX-6523
BATF2,CPX-6523
ATF4,CPX-6524
BATF3,CPX-6524
ATF4,CPX-6525
CEBPA,CPX-6525
CEBPB,CPX-6526
ATF4,CPX-6526
ATF4,CPX-6527
CEBPG,CPX-6527
ATF4,CPX-6528
CEBPD,CPX-6528
ATF4,CPX-6529
CEBPE,CPX-6529
CREB3,CPX-6541
ATF4,CPX-6541
ATF4,CPX-6542
CREBZF,CPX-6542
ATF4,CPX-6543
DDIT3,CPX-6543
JUN,CPX-6562
ATF4,CPX-6562
JUNB,CPX-6563
ATF4,CPX-6563
FOS,CPX-6564
ATF4,CPX-6564
FOSL1,CPX-6565
ATF4,CPX-6565
MAF,CPX-6566
ATF4,CPX-6566
ATF4,CPX-6567
MAFB,CPX-6567
ATF4,CPX-6568
NFE2,CPX-6568
ATF4,CPX-6569
ATF4,CPX-6570
NFE2L2,CPX-6570
ATF4,CPX-6572
NFE2L3,CPX-6572
LDHA,CPX-6573
TRAC,CPX-6581
TRBC1,CPX-6581
CD3D,CPX-6581
CD3E,CPX-6581
CD3G,CPX-6581
CD247,CPX-6581
TRDC,CPX-6582
CD3E,CPX-6582
CD3G,CPX-6582
TRGC1,CPX-6582
CD247,CPX-6582
BATF,CPX-6585
ATF5,CPX-6585
CEBPA,CPX-6586
ATF5,CPX-6586
CEBPG,CPX-6588
ATF5,CPX-6588
CEBPE,CPX-6589
ATF5,CPX-6589
LDHA,CPX-6592
LDHB,CPX-6592
ATF6,CPX-6593
LDHA,CPX-6594
LDHB,CPX-6594
ATF6,CPX-6595
ATF6B,CPX-6595
ATF6B,CPX-6596
XBP1,CPX-6597
ATF6,CPX-6597
LDHA,CPX-6598
LDHB,CPX-6598
LDHB,CPX-6599
XBP1,CPX-6600
ATF6B,CPX-6600
ATF6B,CPX-6601
CREBZF,CPX-6601
LDHC,CPX-6602
TRDC,CPX-6603
TRGC2,CPX-6603
CD3E,CPX-6603
CD3G,CPX-6603
CD247,CPX-6603
LDHAL6B,CPX-6622
ASCC3,CPX-6641
ASCC1,CPX-6641
ASCC2,CPX-6641
TRIP4,CPX-6642
ASCC3,CPX-6642
ASCC2,CPX-6642
MND1,CPX-6661
PSMC3IP,CPX-6661
QTRT1,CPX-6662
QTRT2,CPX-6662
SPTLC1,CPX-6663
SPTLC2,CPX-6663
SPTSSA,CPX-6663
RANGAP1,CPX-4747
RANBP2,CPX-4747
UBE2I,CPX-4747
SPTLC1,CPX-6664
SPTLC2,CPX-6664
SPTSSB,CPX-6664
SPTLC1,CPX-6665
SPTSSA,CPX-6665
SPTLC3,CPX-6665
SPTLC1,CPX-6681
SPTSSB,CPX-6681
SPTLC3,CPX-6681
DHDDS,CPX-6701
NUS1,CPX-6701
ATF7,CPX-6721
CD8A,CPX-6741
CD8B,CPX-6741
CD8A,CPX-6743
IGKC,CPX-6744
IGHD,CPX-6744
ATXN7,CPX-900
SUPT3H,CPX-900
TADA3,CPX-900
TAF5L,CPX-900
SUPT7L,CPX-900
TAF10,CPX-900
ATXN7L3,CPX-900
SF3B3,CPX-900
TAF12,CPX-900
TAF9,CPX-900
TADA2B,CPX-900
SUPT20H,CPX-900
KAT2A,CPX-900
TADA1,CPX-900
SGF29,CPX-900
SF3B5,CPX-900
ENY2,CPX-900
USP22,CPX-900
TRRAP,CPX-900
TAF6L,CPX-900
BACH1,CPX-6781
ATF7,CPX-6781
ATF7,CPX-6782
CEBPG,CPX-6782
FOS,CPX-6783
ATF7,CPX-6783
ATF7,CPX-6784
DDIT3,CPX-6784
FOSL2,CPX-6785
ATF7,CPX-6785
JUN,CPX-6786
ATF7,CPX-6786
JUNB,CPX-6787
ATF7,CPX-6787
JUND,CPX-6788
ATF7,CPX-6788
ATF7,CPX-6789
NFE2,CPX-6789
ATF7,CPX-6790
SAP30,CPX-3321
ARID4A,CPX-3321
RBBP4,CPX-3321
HDAC1,CPX-3321
RBBP7,CPX-3321
ARID4B,CPX-3321
BRMS1L,CPX-3321
HDAC2,CPX-3321
SIN3A,CPX-3321
SAP130,CPX-3321
ING2,CPX-3321
SUDS3,CPX-3321
SAP30L,CPX-3321
BRMS1,CPX-3321
ING1,CPX-3321
OGT,CPX-3323
SAP30,CPX-3323
ARID4A,CPX-3323
RBBP4,CPX-3323
HDAC1,CPX-3323
RBBP7,CPX-3323
ARID4B,CPX-3323
BRMS1L,CPX-3323
TET1,CPX-3323
HDAC2,CPX-3323
SIN3A,CPX-3323
SAP130,CPX-3323
ING2,CPX-3323
SUDS3,CPX-3323
SAP30L,CPX-3323
BRMS1,CPX-3323
SINHCAF,CPX-3323
ING1,CPX-3323
SIN3B,CPX-3322
SAP30,CPX-3322
ARID4A,CPX-3322
RBBP4,CPX-3322
HDAC1,CPX-3322
RBBP7,CPX-3322
ARID4B,CPX-3322
BRMS1L,CPX-3322
HDAC2,CPX-3322
SAP130,CPX-3322
ING2,CPX-3322
SUDS3,CPX-3322
SAP30L,CPX-3322
BRMS1,CPX-3322
ING1,CPX-3322
ATXN7,CPX-6802
SUPT3H,CPX-6802
TADA3,CPX-6802
TAF5L,CPX-6802
SUPT7L,CPX-6802
TAF10,CPX-6802
ATXN7L3,CPX-6802
SF3B3,CPX-6802
TAF12,CPX-6802
TAF9,CPX-6802
TADA2B,CPX-6802
SUPT20H,CPX-6802
KAT2B,CPX-6802
TADA1,CPX-6802
SGF29,CPX-6802
SF3B5,CPX-6802
ENY2,CPX-6802
USP22,CPX-6802
TRRAP,CPX-6802
TAF6L,CPX-6802
PRKCSH,CPX-6822
GANAB,CPX-6822
GNPTG,CPX-6841
GLRX3,CPX-6861
BOLA2; BOLA2B,CPX-6861
GLRX5,CPX-6862
BOLA1,CPX-6862
BOLA3,CPX-6863
GLRX5,CPX-6863
NDUFAB1,CPX-5641
FXN,CPX-5641
FDX2,CPX-5641
ISCU,CPX-5641
LYRM4,CPX-5641
NFS1,CPX-5641
TRAPPC13,CPX-4749
TRAPPC3,CPX-4749
TRAPPC2,CPX-4749
TRAPPC10,CPX-4749
TRAPPC6B,CPX-4749
TRAPPC5,CPX-4749
TRAPPC9,CPX-4749
TRAPPC2L,CPX-4749
TRAPPC4,CPX-4749
TRAPPC1,CPX-4749
TRAPPC13,CPX-6902
TRAPPC3,CPX-6902
TRAPPC2B,CPX-6902
TRAPPC10,CPX-6902
TRAPPC6B,CPX-6902
TRAPPC5,CPX-6902
TRAPPC9,CPX-6902
TRAPPC2L,CPX-6902
TRAPPC4,CPX-6902
TRAPPC1,CPX-6902
TRAPPC3,CPX-4750
TRAPPC6A,CPX-4750
TRAPPC2,CPX-4750
TRAPPC11,CPX-4750
TRAPPC5,CPX-4750
TRAPPC12,CPX-4750
TRAPPC2L,CPX-4750
TRAPPC4,CPX-4750
TRAPPC8,CPX-4750
TRAPPC1,CPX-4750
TRAPPC3,CPX-6903
TRAPPC6A,CPX-6903
TRAPPC2B,CPX-6903
TRAPPC11,CPX-6903
TRAPPC5,CPX-6903
TRAPPC12,CPX-6903
TRAPPC2L,CPX-6903
TRAPPC4,CPX-6903
TRAPPC8,CPX-6903
TRAPPC1,CPX-6903
ATP6AP2,CPX-6904
ATP6V0C,CPX-6904
ATP6V1A,CPX-6904
ATP6AP1,CPX-6904
ATP6V1F,CPX-6904
RNASEK,CPX-6904
ATP6V0B,CPX-6904
ATP6V1H,CPX-6904
ATP6V0A2,CPX-6904
ATP6V1D,CPX-6904
ATP6AP2,CPX-6905
ATP6V0C,CPX-6905
ATP6V1A,CPX-6905
TCIRG1,CPX-6905
ATP6AP1,CPX-6905
ATP6V1F,CPX-6905
RNASEK,CPX-6905
ATP6V0B,CPX-6905
ATP6V1H,CPX-6905
ATP6V1D,CPX-6905
IGHD,CPX-6906
IGLC1,CPX-6906
IGHD,CPX-6907
IGHD,CPX-6908
IGLC3,CPX-6908
IGHD,CPX-6909
IGLC6,CPX-6909
IGLC7,CPX-6910
IGHD,CPX-6910
IGKC,CPX-6911
IGHM,CPX-6911
ATP6AP2,CPX-6912
ATP6V0C,CPX-6912
ATP6V1A,CPX-6912
ATP6AP1,CPX-6912
ATP6V1F,CPX-6912
RNASEK,CPX-6912
ATP6V0B,CPX-6912
ATP6V0A4,CPX-6912
ATP6V1H,CPX-6912
ATP6V1D,CPX-6912
IGHM,CPX-6922
IGLC1,CPX-6922
IGHM,CPX-6923
IGHM,CPX-6925
IGLC3,CPX-6925
IGHM,CPX-6926
IGLC6,CPX-6926
IGLC7,CPX-6927
IGHM,CPX-6927
IGKC,CPX-6929
IGHG1,CPX-6929
IGHG1,CPX-6931
IGLC1,CPX-6931
IGHG1,CPX-6932
IGHG1,CPX-6933
IGLC3,CPX-6933
IGHG1,CPX-6934
IGLC6,CPX-6934
IGLC7,CPX-6935
IGHG1,CPX-6935
IGKC,CPX-6936
IGHG2,CPX-6936
IGHG2,CPX-6938
IGLC1,CPX-6938
IGHG2,CPX-6939
IGHG2,CPX-6940
IGLC3,CPX-6940
IGHG2,CPX-6941
IGLC6,CPX-6941
IGLC7,CPX-6942
IGHG2,CPX-6942
IGKC,CPX-6943
IGHG3,CPX-6943
IGHG3,CPX-6944
